planned_budget,planned_duration,team_size,technical_complexity,stakeholder_count,methodology,project_type,risk_level
4000000,6,31,9,9,Waterfall,Web Development,high
5000000,4,19,7,6,Agile,IoT,medium
5000000,4,44,3,4,Iterative,Mobile App,high
3000000,4,43,3,3,Agile,Web Development,medium
3000000,6,42,3,1,Waterfall,Web Development,high
5000000,4,16,4,19,Agile,Cloud Migration,low
1000000,4,17,9,11,Spiral,Cybersecurity,medium
2000000,6,48,10,12,Iterative,Cloud Migration,high
1000000,6,33,5,12,Iterative,Web Development,medium
5000000,6,16,7,3,Spiral,Cloud Migration,medium
3000000,4,31,1,7,Iterative,IoT,low
3000000,4,12,3,14,Iterative,Enterprise Software,low
3000000,6,11,2,8,Waterfall,Cloud Migration,low
5000000,4,24,1,16,Agile,Cybersecurity,low
2000000,6,14,10,10,Waterfall,DevOps,medium
5000000,4,39,9,20,Waterfall,Cybersecurity,high
4000000,4,41,6,15,Agile,Mobile App,high
2000000,4,49,3,20,V-Model,AI/ML,high
4000000,4,36,2,11,Waterfall,Blockchain,medium
5000000,4,7,3,12,Agile,DevOps,low
5000000,6,24,5,18,Iterative,Web Development,medium
4000000,4,25,6,11,Agile,Mobile App,medium
4000000,6,22,8,8,Waterfall,Enterprise Software,high
3000000,6,18,4,5,Iterative,Data Analytics,low
1000000,4,8,1,7,Spiral,Cloud Migration,low
2000000,4,16,7,17,Spiral,AI/ML,medium
4000000,6,37,10,10,Agile,Web Development,high
2000000,6,31,1,16,V-Model,Web Development,medium
4000000,6,17,6,19,Agile,AI/ML,medium
1000000,6,42,2,20,Agile,Data Analytics,medium
4000000,6,29,3,3,Agile,Web Development,medium
3000000,4,24,7,9,Agile,Cybersecurity,medium
2000000,4,30,10,20,Agile,Mobile App,high
3000000,6,19,7,10,Iterative,Enterprise Software,low
5000000,6,40,4,4,Agile,Data Analytics,medium
3000000,6,7,1,16,Iterative,Cybersecurity,low
2000000,6,48,6,9,V-Model,DevOps,high
4000000,4,43,4,1,Spiral,AI/ML,high
4000000,6,10,9,19,Iterative,Data Analytics,low
1000000,4,6,4,10,Agile,AI/ML,low
4000000,4,45,7,15,Iterative,Enterprise Software,high
4000000,6,17,5,14,Iterative,Web Development,low
4000000,6,24,1,20,Spiral,Data Analytics,low
5000000,6,17,8,5,Agile,Data Analytics,low
1000000,6,43,8,2,Iterative,IoT,high
4000000,6,42,4,3,Agile,Cybersecurity,medium
1000000,4,48,9,3,Agile,Enterprise Software,high
2000000,4,42,4,17,Iterative,DevOps,medium
5000000,6,28,9,3,Agile,Enterprise Software,medium
2000000,4,28,5,12,Agile,AI/ML,low
4000000,6,45,10,20,Spiral,Enterprise Software,high
4000000,6,27,2,11,Agile,Cybersecurity,low
4000000,6,21,9,16,Iterative,Data Analytics,low
5000000,6,45,6,16,Agile,Cloud Migration,high
1000000,6,41,9,9,V-Model,Cybersecurity,high
1000000,4,17,7,19,Agile,DevOps,low
5000000,6,14,8,5,Iterative,Blockchain,low
2000000,6,43,9,12,Agile,Mobile App,high
3000000,4,26,7,20,Waterfall,Enterprise Software,medium
4000000,4,38,9,1,Agile,Web Development,high
5000000,6,11,7,16,Iterative,Data Analytics,low
2000000,4,47,4,2,Iterative,DevOps,medium
3000000,6,37,5,8,Waterfall,AI/ML,high
1000000,6,38,10,8,Waterfall,Cybersecurity,high
1000000,6,41,1,4,Waterfall,Data Analytics,high
5000000,4,48,6,20,Iterative,Cloud Migration,high
4000000,6,31,9,2,Prototyping,Blockchain,high
5000000,6,5,4,13,Spiral,AI/ML,low
4000000,6,46,8,15,Agile,Cybersecurity,high
2000000,4,22,6,9,Iterative,AI/ML,medium
2000000,4,40,4,10,Agile,AI/ML,high
4000000,4,36,1,3,Iterative,AI/ML,medium
5000000,4,9,3,1,Iterative,Enterprise Software,low
1000000,6,9,1,7,Spiral,Mobile App,low
1000000,4,25,5,4,Agile,Cybersecurity,medium
4000000,4,22,4,9,Waterfall,Cybersecurity,medium
2000000,6,33,5,19,V-Model,Data Analytics,high
5000000,6,35,10,7,Prototyping,IoT,high
4000000,6,15,3,3,Agile,Mobile App,low
2000000,4,6,1,9,Iterative,AI/ML,low
5000000,4,12,1,6,Agile,AI/ML,low
3000000,6,49,5,12,Agile,Enterprise Software,high
2000000,4,45,8,4,Waterfall,Cloud Migration,high
4000000,4,17,4,14,Iterative,DevOps,medium
5000000,6,40,5,16,Agile,Enterprise Software,medium
2000000,4,28,7,12,Spiral,IoT,medium
5000000,6,40,3,14,Iterative,Enterprise Software,medium
2000000,4,35,2,17,Waterfall,Cloud Migration,medium
5000000,4,17,10,1,Waterfall,Cloud Migration,medium
3000000,4,17,5,15,Agile,Enterprise Software,medium
1000000,6,37,2,16,Iterative,Cybersecurity,medium
3000000,4,28,8,7,Agile,Cybersecurity,medium
5000000,6,43,1,12,Spiral,DevOps,high
1000000,6,48,10,9,V-Model,DevOps,high
4000000,6,45,10,7,Iterative,Blockchain,high
3000000,6,12,6,12,Spiral,DevOps,low
2000000,4,37,5,2,Waterfall,Cybersecurity,high
3000000,6,33,6,15,Agile,AI/ML,medium
4000000,4,5,8,8,Waterfall,Web Development,low
2000000,4,47,4,12,Agile,Web Development,high
3000000,6,25,1,16,Spiral,IoT,medium
3000000,6,42,6,6,Spiral,Blockchain,high
3000000,6,10,9,15,Waterfall,Mobile App,medium
3000000,6,42,1,3,Agile,DevOps,medium
4000000,6,32,6,20,Agile,Cybersecurity,medium
1000000,6,45,2,6,Agile,IoT,medium
3000000,4,20,10,14,Spiral,AI/ML,high
2000000,6,21,3,8,Iterative,Mobile App,low
4000000,6,6,10,20,Iterative,AI/ML,low
3000000,4,18,4,4,Agile,DevOps,low
4000000,4,5,8,1,Agile,AI/ML,low
4000000,6,19,6,12,Iterative,IoT,low
3000000,4,40,6,5,Agile,IoT,high
2000000,6,35,3,4,Agile,Enterprise Software,medium
5000000,4,29,6,12,Spiral,Web Development,medium
4000000,4,26,10,18,Spiral,Enterprise Software,high
1000000,4,42,1,5,Waterfall,IoT,medium
2000000,6,30,6,20,Spiral,Cybersecurity,high
4000000,4,36,5,5,Agile,Cloud Migration,high
3000000,6,7,3,14,Spiral,DevOps,low
4000000,6,34,7,7,Prototyping,DevOps,medium
3000000,6,19,1,5,Agile,AI/ML,low
2000000,4,21,6,3,Iterative,Cloud Migration,low
4000000,4,13,10,18,V-Model,Data Analytics,medium
2000000,6,43,5,2,Agile,Mobile App,medium
1000000,6,8,9,11,Agile,Enterprise Software,low
2000000,6,17,1,9,Spiral,Cybersecurity,low
5000000,4,10,9,19,Agile,Web Development,low
1000000,6,35,9,1,Iterative,Blockchain,medium
1000000,6,38,2,1,Waterfall,Blockchain,medium
2000000,6,45,9,11,Agile,Data Analytics,high
5000000,6,22,5,13,Agile,Enterprise Software,low
3000000,6,32,9,11,Iterative,DevOps,medium
3000000,6,8,10,17,Agile,IoT,low
3000000,6,6,5,8,Waterfall,Mobile App,low
5000000,4,31,4,16,Iterative,DevOps,medium
4000000,4,15,6,18,Iterative,Mobile App,low
5000000,4,22,2,14,Iterative,Cloud Migration,low
3000000,4,15,10,15,Agile,Blockchain,low
1000000,4,7,7,7,Spiral,IoT,low
5000000,6,6,5,4,Agile,Data Analytics,low
1000000,4,38,2,14,Iterative,DevOps,medium
4000000,4,13,5,8,Iterative,Cloud Migration,low
4000000,4,21,3,3,Waterfall,Cybersecurity,medium
4000000,4,40,3,2,Agile,Web Development,medium
1000000,6,14,9,14,Spiral,Blockchain,medium
2000000,4,16,4,11,Waterfall,Cybersecurity,low
3000000,4,21,6,7,Iterative,Mobile App,medium
1000000,4,13,10,9,Prototyping,AI/ML,low
1000000,4,35,10,13,V-Model,Blockchain,high
3000000,6,14,10,8,Agile,AI/ML,low
3000000,4,48,1,19,Prototyping,Blockchain,medium
3000000,6,42,8,9,Spiral,DevOps,high
3000000,4,48,2,6,Waterfall,Mobile App,high
4000000,4,21,10,16,Spiral,Mobile App,medium
1000000,4,15,3,19,Agile,DevOps,low
1000000,4,47,7,11,Agile,Data Analytics,high
3000000,6,6,3,11,Waterfall,Web Development,low
2000000,4,30,8,15,Spiral,IoT,high
1000000,6,49,6,1,Agile,DevOps,high
3000000,4,35,8,6,Agile,Blockchain,high
5000000,6,46,9,5,Waterfall,Blockchain,high
3000000,6,37,9,8,Agile,Web Development,high
4000000,4,36,7,20,Spiral,Enterprise Software,high
4000000,4,10,4,12,Agile,Cybersecurity,low
5000000,6,12,7,19,Prototyping,Cloud Migration,low
3000000,4,42,4,20,Waterfall,Mobile App,high
3000000,6,14,5,10,Waterfall,IoT,low
1000000,4,38,5,5,Agile,DevOps,medium
4000000,6,45,7,14,Agile,Cybersecurity,high
4000000,6,41,3,5,Waterfall,Cloud Migration,high
4000000,6,38,8,6,Agile,Enterprise Software,high
2000000,4,26,7,20,Agile,Mobile App,medium
4000000,6,32,2,13,Agile,IoT,low
5000000,4,45,8,19,Waterfall,Enterprise Software,high
2000000,6,26,3,6,Agile,Data Analytics,low
4000000,4,33,10,9,Agile,Web Development,high
2000000,4,24,10,14,Spiral,IoT,high
2000000,4,33,10,7,Prototyping,AI/ML,medium
2000000,6,10,8,18,Spiral,Mobile App,low
5000000,6,49,3,6,Iterative,Blockchain,medium
5000000,4,25,10,5,Agile,Blockchain,medium
5000000,6,19,1,15,Iterative,AI/ML,low
1000000,6,35,4,2,Waterfall,Web Development,high
3000000,4,23,3,8,Waterfall,Mobile App,medium
2000000,4,31,5,11,Spiral,Mobile App,high
1000000,6,41,3,20,Iterative,IoT,high
4000000,4,10,3,2,Agile,IoT,low
2000000,4,44,2,18,Agile,IoT,high
5000000,6,39,9,16,Iterative,Data Analytics,high
3000000,6,40,8,9,Waterfall,Mobile App,high
5000000,6,40,10,14,Agile,Mobile App,high
2000000,6,11,1,17,Agile,DevOps,low
2000000,6,12,9,4,Agile,AI/ML,low
5000000,4,9,7,16,Agile,Mobile App,low
5000000,4,37,7,10,Iterative,Blockchain,medium
5000000,4,9,5,18,Agile,DevOps,low
1000000,4,47,3,13,Agile,Data Analytics,high
3000000,6,8,5,14,Waterfall,Data Analytics,low
2000000,4,39,10,1,Waterfall,Data Analytics,high
3000000,6,6,2,16,Agile,IoT,low
1000000,4,38,3,10,Waterfall,Web Development,high
1000000,4,47,4,7,Agile,Web Development,high
4000000,4,32,3,13,Agile,IoT,medium
5000000,4,38,2,2,Agile,DevOps,high
4000000,4,46,7,16,Spiral,Mobile App,high
3000000,6,20,10,17,Agile,DevOps,medium
1000000,6,21,10,1,Agile,Enterprise Software,high
2000000,4,24,1,18,Iterative,Blockchain,medium
1000000,4,12,3,11,Spiral,Enterprise Software,low
1000000,4,15,7,15,Waterfall,Mobile App,high
1000000,4,17,6,9,Agile,Cybersecurity,low
1000000,6,22,7,8,Spiral,Enterprise Software,medium
2000000,4,33,6,6,Spiral,AI/ML,high
4000000,6,45,3,17,Agile,AI/ML,medium
5000000,6,41,8,1,Spiral,DevOps,high
2000000,4,17,8,13,Spiral,IoT,medium
2000000,4,6,10,14,Agile,Cloud Migration,low
4000000,6,10,2,11,Agile,IoT,low
2000000,6,41,5,11,V-Model,Web Development,high
1000000,4,6,8,14,Prototyping,AI/ML,low
1000000,6,11,6,17,Prototyping,Enterprise Software,low
5000000,6,6,6,20,Agile,IoT,low
3000000,6,17,3,3,V-Model,Cybersecurity,low
4000000,4,15,9,11,Iterative,Cloud Migration,low
2000000,6,17,3,10,Agile,Data Analytics,low
2000000,4,40,8,16,Agile,AI/ML,high
4000000,4,15,9,12,Agile,Blockchain,low
1000000,6,36,5,1,Agile,Cloud Migration,medium
4000000,4,7,7,19,Agile,Data Analytics,low
1000000,6,9,9,12,V-Model,AI/ML,medium
5000000,4,8,9,3,Iterative,IoT,low
2000000,6,16,5,14,Iterative,AI/ML,low
5000000,4,21,8,1,Iterative,DevOps,medium
3000000,4,33,3,4,Agile,Web Development,medium
3000000,6,16,8,18,Agile,AI/ML,medium
1000000,4,19,6,18,Iterative,Web Development,medium
4000000,6,11,8,15,Spiral,Web Development,medium
3000000,4,7,5,11,V-Model,DevOps,low
1000000,4,48,8,16,Iterative,Web Development,high
5000000,4,33,5,18,V-Model,Cybersecurity,high
3000000,4,33,2,17,Agile,AI/ML,medium
3000000,6,39,2,18,Agile,Mobile App,high
2000000,6,32,7,6,Agile,Cloud Migration,medium
2000000,6,30,6,15,V-Model,Mobile App,high
2000000,6,5,10,10,Waterfall,Blockchain,medium
2000000,4,49,5,10,Waterfall,Enterprise Software,high
4000000,6,21,2,14,Spiral,Cloud Migration,low
1000000,4,48,4,1,Waterfall,IoT,high
1000000,6,31,2,2,Agile,DevOps,low
3000000,6,11,1,11,Spiral,Enterprise Software,low
3000000,6,15,8,6,Waterfall,Cybersecurity,medium
2000000,4,34,8,19,Prototyping,Cloud Migration,high
4000000,4,36,1,17,Spiral,Data Analytics,high
4000000,6,21,4,1,Agile,Data Analytics,medium
4000000,4,9,5,10,Agile,IoT,low
2000000,4,10,5,6,Iterative,Mobile App,low
4000000,6,32,8,10,Agile,Cloud Migration,medium
3000000,6,13,9,20,Waterfall,Mobile App,high
5000000,4,22,8,8,Agile,IoT,medium
2000000,4,45,4,17,Agile,DevOps,high
3000000,6,34,3,9,Waterfall,Mobile App,high
1000000,6,5,7,15,Spiral,Cloud Migration,medium
3000000,4,9,2,18,Prototyping,Enterprise Software,low
4000000,6,14,7,19,Iterative,DevOps,low
1000000,4,20,8,11,Waterfall,DevOps,medium
3000000,6,26,5,14,Iterative,Mobile App,medium
3000000,6,39,5,14,Waterfall,Mobile App,high
5000000,4,46,7,7,Agile,Cybersecurity,high
5000000,4,24,9,9,Agile,Data Analytics,medium
5000000,4,43,9,12,V-Model,IoT,high
4000000,4,35,6,17,Agile,AI/ML,medium
2000000,6,26,4,4,Spiral,AI/ML,medium
1000000,4,14,3,18,Agile,Cloud Migration,low
4000000,6,41,10,7,Waterfall,Web Development,high
4000000,6,41,7,7,Agile,Web Development,high
2000000,4,38,5,5,Agile,Data Analytics,medium
1000000,6,19,7,18,V-Model,Cybersecurity,high
3000000,4,42,4,11,Iterative,Data Analytics,high
3000000,4,38,5,13,Spiral,IoT,high
3000000,4,25,4,2,Waterfall,Cloud Migration,medium
5000000,4,34,1,20,Iterative,Web Development,medium
4000000,4,15,4,7,Spiral,Cybersecurity,low
1000000,6,44,3,9,Waterfall,DevOps,high
2000000,4,16,5,19,Agile,Cloud Migration,low
4000000,6,17,3,5,Waterfall,Data Analytics,low
5000000,6,21,4,9,Prototyping,Blockchain,medium
4000000,4,35,3,13,Spiral,DevOps,medium
3000000,6,30,10,15,Waterfall,Blockchain,high
2000000,6,12,7,19,V-Model,Enterprise Software,medium
1000000,4,48,9,10,Waterfall,Blockchain,high
5000000,4,15,2,20,Waterfall,Blockchain,low
1000000,4,35,9,10,Spiral,Cloud Migration,high
3000000,6,47,8,2,Agile,Mobile App,high
3000000,6,12,2,13,Waterfall,Cybersecurity,low
5000000,6,32,8,1,Spiral,IoT,high
2000000,6,41,5,10,Agile,IoT,high
4000000,4,14,9,3,Waterfall,Blockchain,medium
4000000,6,13,6,8,Spiral,DevOps,low
2000000,6,34,10,3,Agile,Data Analytics,high
3000000,4,8,9,15,Agile,Data Analytics,low
1000000,6,22,9,11,Waterfall,Data Analytics,medium
2000000,4,36,2,19,Agile,Mobile App,medium
5000000,6,8,9,11,Agile,Mobile App,low
5000000,4,39,10,16,Agile,IoT,high
2000000,4,18,5,5,Prototyping,Cybersecurity,low
3000000,4,11,1,5,Spiral,Data Analytics,low
4000000,6,47,9,1,Agile,Blockchain,high
1000000,6,23,7,1,Agile,DevOps,low
2000000,6,26,8,13,Spiral,Cybersecurity,high
1000000,4,11,7,11,Agile,Data Analytics,low
3000000,4,31,2,3,Waterfall,Data Analytics,medium
2000000,6,27,6,14,Iterative,IoT,medium
3000000,6,40,10,3,Agile,Enterprise Software,high
1000000,6,46,5,15,Agile,Data Analytics,high
3000000,6,22,5,20,Agile,Enterprise Software,low
2000000,6,47,10,2,Prototyping,Blockchain,high
2000000,6,43,5,15,Agile,IoT,high
4000000,4,18,6,14,Waterfall,Mobile App,low
5000000,4,44,1,9,Iterative,Cybersecurity,medium
4000000,4,16,1,8,Agile,Data Analytics,low
3000000,4,44,1,4,Agile,Blockchain,high
5000000,6,34,6,12,Spiral,DevOps,high
1000000,6,36,7,17,Waterfall,AI/ML,high
4000000,6,22,8,12,Waterfall,AI/ML,medium
1000000,4,23,6,10,Waterfall,Enterprise Software,medium
5000000,4,15,9,2,Waterfall,Mobile App,medium
1000000,6,34,3,10,Waterfall,AI/ML,high
2000000,6,39,1,11,Agile,Data Analytics,medium
1000000,4,36,5,6,Agile,Web Development,high
1000000,6,35,8,3,Agile,Blockchain,high
1000000,6,17,5,17,Spiral,Blockchain,medium
3000000,6,41,9,11,Agile,Blockchain,high
1000000,6,18,2,16,Iterative,AI/ML,low
1000000,4,18,3,20,Agile,AI/ML,low
4000000,6,44,6,11,Spiral,AI/ML,high
1000000,6,33,3,4,Iterative,Web Development,low
4000000,6,8,10,7,Agile,DevOps,low
4000000,6,19,7,10,Waterfall,Web Development,medium
3000000,6,22,6,2,Iterative,Enterprise Software,low
4000000,4,19,3,18,Waterfall,Cloud Migration,medium
1000000,4,21,2,13,Agile,Blockchain,low
5000000,4,35,5,2,Agile,Mobile App,medium
5000000,6,16,7,12,Agile,Web Development,low
4000000,6,23,10,1,Iterative,IoT,medium
4000000,6,41,8,19,Prototyping,AI/ML,high
2000000,4,13,9,15,Spiral,Blockchain,medium
1000000,4,21,1,2,Agile,Cloud Migration,low
2000000,4,24,2,1,Waterfall,Cloud Migration,medium
5000000,4,44,6,6,V-Model,Web Development,high
3000000,6,10,7,9,Agile,Mobile App,low
4000000,6,43,7,19,Waterfall,Cloud Migration,high
4000000,6,38,8,18,Waterfall,IoT,high
5000000,4,9,1,7,Iterative,DevOps,low
2000000,6,34,10,15,Agile,Enterprise Software,medium
4000000,6,23,8,18,Waterfall,Mobile App,medium
2000000,4,21,1,16,Waterfall,Cloud Migration,medium
5000000,6,28,10,17,Prototyping,IoT,medium
5000000,4,45,4,6,Agile,AI/ML,high
1000000,6,37,7,12,Agile,Cloud Migration,high
3000000,4,32,3,5,Waterfall,DevOps,medium
1000000,4,24,7,1,Iterative,AI/ML,medium
3000000,4,39,9,18,Waterfall,Blockchain,high
5000000,6,35,6,17,Waterfall,IoT,high
5000000,4,45,5,1,Waterfall,AI/ML,high
4000000,4,36,9,5,Spiral,Blockchain,high
2000000,4,34,7,12,Agile,Web Development,medium
1000000,4,25,1,5,Waterfall,Enterprise Software,low
2000000,4,39,6,10,Waterfall,Data Analytics,high
4000000,6,23,9,10,Iterative,Data Analytics,medium
3000000,6,22,7,15,Waterfall,Cloud Migration,medium
5000000,6,15,3,14,Spiral,DevOps,low
5000000,6,27,2,8,Agile,DevOps,low
2000000,4,7,1,6,Waterfall,IoT,low
3000000,4,30,10,18,Waterfall,Cybersecurity,high
3000000,6,28,5,3,Agile,AI/ML,medium
2000000,4,49,8,15,Agile,AI/ML,high
4000000,4,29,5,5,Agile,Cybersecurity,medium
5000000,6,46,3,13,Spiral,Mobile App,high
4000000,4,12,9,18,Agile,Data Analytics,low
4000000,6,36,6,3,Iterative,Cloud Migration,high
5000000,4,7,7,18,Waterfall,Cloud Migration,low
3000000,6,6,8,6,Iterative,Cloud Migration,medium
5000000,6,12,10,18,Iterative,IoT,medium
5000000,4,41,10,20,Waterfall,Web Development,high
1000000,4,43,4,9,Agile,Data Analytics,high
1000000,4,9,6,13,Agile,Blockchain,low
4000000,6,47,2,11,Iterative,DevOps,medium
5000000,6,41,3,18,Waterfall,Data Analytics,high
5000000,6,29,7,10,Waterfall,DevOps,high
1000000,4,7,3,20,Spiral,DevOps,low
2000000,6,16,5,4,Waterfall,Cybersecurity,medium
2000000,4,43,7,3,Waterfall,AI/ML,high
2000000,6,47,1,10,Spiral,Web Development,high
2000000,6,20,1,7,Agile,Data Analytics,low
5000000,6,24,5,10,Agile,IoT,medium
2000000,6,32,5,12,Waterfall,IoT,high
1000000,6,30,5,13,Waterfall,Cybersecurity,high
2000000,4,22,8,4,Waterfall,Cybersecurity,medium
2000000,4,30,10,14,Agile,Data Analytics,high
3000000,4,39,6,16,Agile,Blockchain,high
1000000,6,11,9,7,Agile,Web Development,medium
1000000,4,49,1,18,Prototyping,AI/ML,high
2000000,4,15,10,8,Agile,Data Analytics,medium
2000000,6,10,7,13,Agile,AI/ML,low
4000000,4,47,4,5,Agile,Cybersecurity,medium
4000000,4,31,9,2,Iterative,Mobile App,medium
3000000,6,25,3,3,Waterfall,Cybersecurity,low
1000000,4,34,5,2,Agile,Enterprise Software,medium
2000000,4,46,8,19,V-Model,Cybersecurity,high
2000000,6,27,5,10,Agile,Blockchain,medium
4000000,6,46,10,17,Agile,Mobile App,high
2000000,4,32,1,7,Agile,Web Development,medium
2000000,6,40,6,19,Agile,Enterprise Software,medium
3000000,4,25,1,11,Agile,IoT,low
1000000,4,42,3,3,V-Model,Web Development,medium
3000000,4,48,5,16,Iterative,Mobile App,high
5000000,4,44,5,12,Agile,DevOps,medium
1000000,6,49,2,5,Waterfall,Mobile App,high
3000000,4,19,10,7,Agile,Blockchain,medium
1000000,6,17,3,18,Prototyping,Enterprise Software,low
2000000,4,33,9,9,Iterative,Enterprise Software,high
1000000,4,49,3,19,Agile,AI/ML,medium
1000000,6,45,6,2,Iterative,Enterprise Software,high
3000000,4,40,7,11,Agile,Web Development,high
5000000,6,20,10,9,Agile,AI/ML,medium
5000000,4,44,7,6,Iterative,IoT,high
5000000,6,38,4,3,Agile,IoT,medium
3000000,6,10,5,4,Agile,Data Analytics,low
3000000,6,6,7,19,Agile,IoT,low
5000000,6,6,8,19,Agile,Mobile App,low
4000000,4,35,2,18,Agile,Blockchain,medium
4000000,4,28,4,1,Waterfall,Web Development,medium
4000000,6,11,1,3,Prototyping,Mobile App,low
2000000,6,33,6,19,Spiral,Web Development,high
5000000,4,27,1,1,Spiral,Mobile App,medium
2000000,4,13,9,12,Agile,Data Analytics,low
1000000,4,45,10,7,Iterative,Cloud Migration,high
4000000,6,16,8,17,Iterative,Web Development,low
5000000,6,8,6,18,Waterfall,Cloud Migration,low
4000000,4,22,3,12,Agile,Cybersecurity,low
3000000,6,16,4,14,Waterfall,Blockchain,medium
5000000,6,47,10,15,Waterfall,Web Development,high
2000000,4,20,4,18,Waterfall,Cybersecurity,low
1000000,6,11,7,1,Agile,Cloud Migration,low
2000000,4,40,2,9,Agile,Mobile App,medium
3000000,6,20,8,20,Agile,IoT,medium
2000000,6,23,3,10,Iterative,Mobile App,low
5000000,6,21,9,18,Prototyping,AI/ML,low
5000000,6,32,4,14,Waterfall,Data Analytics,medium
2000000,6,45,6,6,Waterfall,Enterprise Software,high
1000000,4,22,2,11,Agile,Cybersecurity,low
2000000,4,32,5,3,Spiral,Web Development,high
2000000,6,42,2,15,Agile,Blockchain,medium
4000000,6,24,2,19,Waterfall,Mobile App,medium
5000000,4,27,5,14,Waterfall,Web Development,high
1000000,6,40,6,12,Agile,Cloud Migration,high
2000000,6,38,9,19,Agile,IoT,high
4000000,4,39,5,6,Waterfall,IoT,high
1000000,4,5,9,15,Spiral,Web Development,medium
1000000,4,15,6,8,V-Model,Mobile App,medium
4000000,4,15,1,12,Iterative,DevOps,low
1000000,4,44,3,6,Iterative,Blockchain,high
4000000,6,33,5,5,Iterative,Mobile App,medium
2000000,6,24,7,14,Agile,Mobile App,low
1000000,6,33,10,15,Agile,AI/ML,high
2000000,4,35,8,6,Spiral,Blockchain,high
5000000,4,24,2,17,Agile,Blockchain,low
4000000,4,41,1,4,Agile,AI/ML,medium
5000000,6,16,3,9,Waterfall,DevOps,medium
2000000,4,36,2,17,Agile,Web Development,low
3000000,6,38,4,20,Spiral,DevOps,high
5000000,4,41,10,1,Iterative,Mobile App,high
3000000,6,36,2,19,Waterfall,Enterprise Software,medium
2000000,4,26,7,12,Iterative,Cybersecurity,high
4000000,6,42,10,1,Waterfall,DevOps,high
3000000,6,34,2,14,Spiral,AI/ML,high
1000000,4,28,7,3,Agile,Cloud Migration,medium
1000000,4,48,6,3,Iterative,Mobile App,high
2000000,4,29,8,16,Agile,Cloud Migration,medium
2000000,6,43,8,8,Spiral,Data Analytics,high
5000000,4,36,2,6,Agile,Cloud Migration,medium
4000000,4,19,6,6,Agile,Cybersecurity,medium
4000000,6,45,9,9,Agile,Data Analytics,high
5000000,4,13,6,14,Agile,Mobile App,low
1000000,6,21,8,2,Agile,Data Analytics,medium
5000000,4,14,7,8,Agile,Mobile App,low
5000000,6,14,10,4,Agile,Enterprise Software,medium
3000000,6,5,9,15,Iterative,Data Analytics,low
3000000,6,32,7,19,Agile,Cloud Migration,medium
5000000,4,9,7,1,Agile,Cloud Migration,low
3000000,6,46,6,18,V-Model,Enterprise Software,high
4000000,4,19,6,11,Iterative,Enterprise Software,medium
3000000,4,31,8,6,Agile,IoT,high
1000000,6,41,2,20,Agile,Enterprise Software,medium
2000000,4,38,3,2,Waterfall,Enterprise Software,high
4000000,4,30,10,4,Iterative,Cloud Migration,medium
5000000,6,40,7,19,Prototyping,Cybersecurity,high
2000000,6,49,2,4,Waterfall,Cloud Migration,high
5000000,6,25,3,7,Prototyping,DevOps,medium
4000000,4,43,2,7,Spiral,Web Development,high
3000000,6,40,10,2,Iterative,AI/ML,high
2000000,4,15,5,15,Iterative,AI/ML,low
2000000,4,8,8,8,Spiral,Web Development,medium
1000000,6,27,1,1,Agile,Cloud Migration,low
5000000,4,20,1,15,Prototyping,Mobile App,low
1000000,4,37,5,19,V-Model,Web Development,medium
